0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.215,0.215,0.0,0.0,0.0,789.444,0,0.847
1.125,0,0,0,0,0.841,0.841,0.0,0.0,0,0,0,0.0,0.0,0.215,0.0,0.0,0.0,-195.0,626.888,0,1.014
0.97,0.0,0,0.0,0.0,0.841,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.215,0.0,0.25,0.25,61.0,719.347,1.274,0.988
1.165,-1.163,0,0.078,0.0,0.841,0.57,0.0,0.0,0.0,0,0.5,0.0,0.0,0.215,0.0,0.046,0.25,0.0,548.115,1.17,1.159
0.962,0.2,1.163,0.084,0.548,0.841,0.0,0.0,0.0,0.0,0,0.025,0.0,0.0,0.215,0.0,0.137,0.25,-189.0,765.624,0.763,1.159
0.648,-0.611,1.363,0.091,0.539,0.841,0.0,0.0,0.0,2.5,0,0.006,0.208,0.208,0.36,0.36,0.05,0.25,172.0,798.988,0.501,0.627
0.591,-1.431,1.363,0.182,0.504,0.841,0.051,0.0,0.0,2.143,0,0.011,0.208,0.156,0.36,0.17,0.101,0.25,-49.0,642.564,2.467,0.971
0.746,-1.335,1.631,0.219,0.62,0.841,0.097,0.0,0.0,2.344,0,0.001,0.208,0.137,0.36,0.212,0.0,0.25,-137.0,562.583,2.467,2.437
0.658,-0.812,1.631,0.211,0.644,0.841,0.364,0.0,0.0,2.083,0,0.037,0.208,0.198,0.562,0.562,0.773,0.773,44.0,534.222,2.555,2.452
0.669,-0.876,1.631,0.211,0.606,0.841,0.469,0.0,0.0,1.875,0,0.067,0.208,0.136,0.562,0.537,0.755,0.773,-59.0,537.509,2.527,2.035
0.589,-0.76,1.631,0.208,0.576,0.841,0.749,0.0,0.0,1.705,0,0.1,0.352,0.352,0.562,0.099,0.0,0.773,152.0,630.45,2.589,2.403
0.605,-0.804,1.631,0.211,0.547,0.749,0.557,0.0,0.0,1.562,0,0.12,0.557,0.557,0.562,0.0,0.794,0.794,0,637.916,2.485,1.847
0.715,-0.709,1.631,0.21,0.523,0.749,0.0,0.0,0.0,1.442,0,0.151,0.557,0.313,0.562,0.0,0.353,0.794,0,565.733,2.026,2.279
0.81,-0.513,1.631,0.202,0.501,0.814,0.814,0.0,0.0,1.339,0,0.208,0.557,0.0,0.562,0.0,0.0,0.794,0,1554.217,2.026,2.069
0.824,-0.394,1.631,0.194,0.483,0.889,0.889,0.0,0.0,1.5,0,0.267,0.557,0.089,0.562,0.0,0.368,0.794,0,1190.786,1.377,2.129
0.84,-0.183,1.631,0.187,0.471,0.889,0.0,0.0,0.0,1.406,0,0.297,0.557,0.0,0.562,0.0,0.423,0.794,0,1492.558,2.005,2.318
0.772,-0.406,1.631,0.181,0.471,0.889,0.729,0.0,0.0,1.324,0,0.305,0.557,0.209,0.562,0.0,0.272,0.794,0,915.811,1.142,2.066
0.865,-0.237,1.631,0.176,0.459,0.889,0.0,0.533,0.122,1.25,1.876,0.288,0.581,0.581,0.562,0.0,0.23,0.794,0,884.065,1.982,2.272
0.659,0.271,1.631,0.171,0.454,0.889,0.0,0.533,0.164,1.382,1.876,0.28,0.581,0.118,0.537,0.0,0.726,0.794,0,737.243,2.63,2.272
0.674,0.085,1.702,0.169,0.483,0.889,0.456,0.533,0.19,1.312,1.876,0.238,0.581,0.064,0.099,0.0,0.0,0.794,0,671.856,2.832,1.613
0.696,-0.09,1.702,0.167,0.491,0.889,0.404,0.533,0.209,0.893,1.876,0.628,0.581,0.353,0.182,0.182,0.0,0.794,0,620.947,2.832,2.005
0.639,0.047,1.702,0.164,0.487,0.889,0.0,0.533,0.223,0.852,1.876,0.55,0.581,0.064,0.455,0.455,0.107,0.726,0,627.752,0.359,2.595
0.779,-0.038,1.702,0.163,0.489,0.889,0.272,0.533,0.234,0.815,1.876,0.449,0.581,0.0,0.455,0.107,0.0,0.726,0,628.231,0.359,0.829
0.75,0.238,1.702,0.159,0.485,0.889,0.225,0.533,0.242,0.781,1.876,0.383,0.581,0.067,0.455,0.105,0.0,0.726,0,670.223,0.359,0.613
0.751,0.181,1.702,0.155,0.495,0.729,0.14,0.467,0.245,0.75,2.141,0.315,0.581,0.309,0.547,0.547,0.155,0.726,0,680.214,0.707,2.685
0.643,0.045,1.702,0.152,0.499,0.729,0.27,0.467,0.247,0.75,2.141,0.257,0.581,0.068,0.547,0.0,0.637,0.726,0,682.174,0.333,2.361
0.753,-0.209,1.702,0.151,0.496,0.456,0.0,0.467,0.249,0.45,2.141,0.188,0.581,0.073,0.547,0.0,0.0,0.726,0,636.695,0.333,2.361
0.845,-0.089,1.702,0.132,0.491,0.456,0.273,0.467,0.249,0.45,2.141,0.092,0.353,0.154,0.617,0.617,0.889,0.889,0,566.135,0.366,1.729
